text,intent
Can I change my reservation from 5 nights for Kerry Bradford?,modify_booking
Is Room Type A available at City Hotel for Shannon Bailey?,availability
Can I reserve a room for Shannon Bailey for 4 nights?,book_room
Is BB meal package included for Shannon Bailey's room?,breakfast
Do you provide 0 parking space for reservation under Shannon Bailey?,parking
Is parking space available at City Hotel for guest 228-904-0632?,parking
Can I cancel my booking under Shannon Bailey?,cancel_booking
Check reservation status for Shannon Bailey with status Check-Out,booking_status
Is booking status for Shannon Bailey confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Shannon Bailey?,payment
"Does City Hotel feature a swimming pool, spa and gym for Shannon Bailey?",hotel_facilities
What are the check-in times at City Hotel for arrival on 2 April?,checkin_checkout
Can guest Shannon Bailey request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Shannon Bailey at City Hotel,modify_booking
Can I change my reservation from 4 nights for Shannon Bailey?,modify_booking
Is Room Type A available at City Hotel for Timothy Potter?,availability
Can I reserve a room for Timothy Potter for 2 nights?,book_room
Is BB meal package included for Timothy Potter's room?,breakfast
Do you provide 0 parking space for reservation under Timothy Potter?,parking
Is parking space available at City Hotel for guest 905-153-5101?,parking
Can I cancel my booking under Timothy Potter?,cancel_booking
Check reservation status for Timothy Potter with status Check-Out,booking_status
Is booking status for Timothy Potter confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Timothy Potter?,payment
"Does City Hotel feature a swimming pool, spa and gym for Timothy Potter?",hotel_facilities
Can guest Timothy Potter request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Timothy Potter at City Hotel,modify_booking
Can I change my reservation from 2 nights for Timothy Potter?,modify_booking
Is Room Type A available at City Hotel for Samuel Brown?,availability
Can I reserve a room for Samuel Brown for 1 nights?,book_room
How much is Room Type A at rate 84.6 per night?,room_price
Is BB meal package included for Samuel Brown's room?,breakfast
Do you provide 0 parking space for reservation under Samuel Brown?,parking
Is parking space available at City Hotel for guest 971-431-4134?,parking
Can I cancel my booking under Samuel Brown?,cancel_booking
Check reservation status for Samuel Brown with status Canceled,booking_status
Is booking status for Samuel Brown confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Samuel Brown?,payment
"Does City Hotel feature a swimming pool, spa and gym for Samuel Brown?",hotel_facilities
What are the check-in times at City Hotel for arrival on 17 November?,checkin_checkout
Can guest Samuel Brown request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Samuel Brown at City Hotel,modify_booking
Can I change my reservation from 1 nights for Samuel Brown?,modify_booking
Is Room Type A available at Resort Hotel for Michael Dunn?,availability
Can I reserve a room for Michael Dunn for 7 nights?,book_room
Is BB meal package included for Michael Dunn's room?,breakfast
Do you provide 0 parking space for reservation under Michael Dunn?,parking
Is parking space available at Resort Hotel for guest 350-830-7864?,parking
Can I cancel my booking under Michael Dunn?,cancel_booking
Check reservation status for Michael Dunn with status Check-Out,booking_status
Is booking status for Michael Dunn confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Michael Dunn?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Michael Dunn?",hotel_facilities
Can guest Michael Dunn request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Michael Dunn at Resort Hotel,modify_booking
Can I change my reservation from 7 nights for Michael Dunn?,modify_booking
Is Room Type A available at City Hotel for Tracy Bond?,availability
Can I reserve a room for Tracy Bond for 3 nights?,book_room
Is BB meal package included for Tracy Bond's room?,breakfast
Do you provide 0 parking space for reservation under Tracy Bond?,parking
Is parking space available at City Hotel for guest 172-660-5308?,parking
Can I cancel my booking under Tracy Bond?,cancel_booking
Check reservation status for Tracy Bond with status Canceled,booking_status
Is booking status for Tracy Bond confirmed at City Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Tracy Bond?,payment
"Does City Hotel feature a swimming pool, spa and gym for Tracy Bond?",hotel_facilities
What are the check-in times at City Hotel for arrival on 25 February?,checkin_checkout
Can guest Tracy Bond request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Tracy Bond at City Hotel,modify_booking
Can I change my reservation from 3 nights for Tracy Bond?,modify_booking
Is Room Type A available at City Hotel for Anna Brown?,availability
Can I reserve a room for Anna Brown for 3 nights?,book_room
Is BB meal package included for Anna Brown's room?,breakfast
Do you provide 0 parking space for reservation under Anna Brown?,parking
Is parking space available at City Hotel for guest 448-612-5410?,parking
Can I cancel my booking under Anna Brown?,cancel_booking
Check reservation status for Anna Brown with status Canceled,booking_status
Is booking status for Anna Brown confirmed at City Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Anna Brown?,payment
"Does City Hotel feature a swimming pool, spa and gym for Anna Brown?",hotel_facilities
Can guest Anna Brown request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Anna Brown at City Hotel,modify_booking
Can I change my reservation from 3 nights for Anna Brown?,modify_booking
Is Room Type A available at City Hotel for Crystal Green?,availability
Can I reserve a room for Crystal Green for 1 nights?,book_room
How much is Room Type A at rate 59.0 per night?,room_price
Is BB meal package included for Crystal Green's room?,breakfast
Do you provide 0 parking space for reservation under Crystal Green?,parking
Is parking space available at City Hotel for guest 528-945-0771?,parking
Can I cancel my booking under Crystal Green?,cancel_booking
Check reservation status for Crystal Green with status Canceled,booking_status
Is booking status for Crystal Green confirmed at City Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Crystal Green?,payment
"Does City Hotel feature a swimming pool, spa and gym for Crystal Green?",hotel_facilities
What are the check-in times at City Hotel for arrival on 4 August?,checkin_checkout
Can guest Crystal Green request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Crystal Green at City Hotel,modify_booking
Can I change my reservation from 1 nights for Crystal Green?,modify_booking
Is Room Type D available at City Hotel for Cheryl Bradshaw?,availability
Can I reserve a room for Cheryl Bradshaw for 3 nights?,book_room
How much is Room Type D at rate 150.0 per night?,room_price
Is BB meal package included for Cheryl Bradshaw's room?,breakfast
Do you provide 0 parking space for reservation under Cheryl Bradshaw?,parking
Is parking space available at City Hotel for guest 708-828-5223?,parking
Can I cancel my booking under Cheryl Bradshaw?,cancel_booking
Check reservation status for Cheryl Bradshaw with status Check-Out,booking_status
Is booking status for Cheryl Bradshaw confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Cheryl Bradshaw?,payment
"Does City Hotel feature a swimming pool, spa and gym for Cheryl Bradshaw?",hotel_facilities
Can guest Cheryl Bradshaw request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Cheryl Bradshaw at City Hotel,modify_booking
Can I change my reservation from 3 nights for Cheryl Bradshaw?,modify_booking
Is Room Type A available at Resort Hotel for Carolyn Hughes?,availability
Do you have room availability for 1 adults in March 2017?,availability
Can I reserve a room for Carolyn Hughes for 4 nights?,book_room
How much is Room Type A at rate 29.0 per night?,room_price
Is BB meal package included for Carolyn Hughes's room?,breakfast
Do you provide 0 parking space for reservation under Carolyn Hughes?,parking
Is parking space available at Resort Hotel for guest 127-529-5142?,parking
Can I cancel my booking under Carolyn Hughes?,cancel_booking
Check reservation status for Carolyn Hughes with status Check-Out,booking_status
Is booking status for Carolyn Hughes confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Carolyn Hughes?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Carolyn Hughes?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 2 March?,checkin_checkout
Can guest Carolyn Hughes request early check-in or late check-out at Resort Hotel?,checkin_checkout
